id,product,source,text,firm
44,datadog,G2,"What do you like best about Datadog?
Datadog is very easy to use. Pivoting between security signals, logs, and event data is straightforward because it is bundled into one callout pane. Writing detection rules is very easy in the GUI. Having a DevSecOps platform to house all data is the best approach to the security problem.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Security should be contained within one page, rather than broken out into multiple SKUs -- for example, if there is a log detection trigger, I should be able to see the information from Workload Security, CSPM, etc. about the host in question in the same pane. Exporting detection rules in Terraform from the Datadog platform does not produce clean Terraform code and there are syntax errors reported. The Datadog learning platform needs to be bolstered.",mid-market
45,datadog,G2,"What do you like best about Datadog?
Datadog provides detailed monitoring, collecting data from different sources, such as servers, DBs and others. It's a complex tool with many different features, but UI helps users to navigate and find relevant information.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
It has quite a steep learning curve, and takes time to get experience.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
It provides detailed information about the infrastructure of the system, gives insights on the performance bottlenecks and many more.",enterprise
46,datadog,G2,"What do you like best about Datadog?
- integration of various modules are finally coming together

- the graphing capabilities are great

- response time
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
- some of the features are not as reliable or working, as promised. For example, BitsAI is solid on hype but short on delivering in production incident scenarios. Many of the DataDog's own product do not provide BitsAI integration so one has to still stitch the information together across the modules.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
- it is a single product to help detect, troubleshoot and resolve any production problems",enterprise
47,datadog,G2,"What do you like best about Datadog?
Their marketing is very strong. As I was choosing between Grafana vs Datadog, I believed datadog can solve my problems quicker and I am willing to pay more for that.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
1 months into datadog, my decision of choosing Datadog over Grafana is already biting me. None of my expectations were materialized

1. Datadog was not quicker to set up; there are less support docs/examples comparing to Grafana.

2. Datadog's support team are all about being ""nice"" instead of making real progress. Very inefficient.

3. When you are stuck, their support will remind you of the ""switching cost"" instead of solving real problems for you. Very distasteful.

4. I invested in a closed platform instead of an open source stack where I have a much easier time to extend and switch.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
We have many microservices. As an executive, I needed a service catelog to track, monitor, and level up all of the services across all dimensions (APM, Cloud Cost, Incident, Log, etc).",mid-market
48,datadog,G2,"What do you like best about Datadog?
Is a tool that provides many services like infrastructure monitoring, logging, database monitoring, etc. The great about this is that all services are interconnected, so when a problem ocuurs in your systems you can configure Datadog to have end 2 end visibility of your platform, helping the engineers to debug and find problems easy and fast enough.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Sometimes the ui is very overwhelming, specially at the beginning, so many buttons and features makes the platform very complex to use, so the leraning curve is a bit hard at the beginnning, once you learn to use it is really simple and intuitive
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
The monitoring and alerting systems we have in AWS and GCP are good to identify problems, but when it comes to review an end 2 end problem that there is no clue when the error is happening, datadog is providing the tools to follow step by step with full visibility of our systems. This is increasing the productivity of the engineering team a lot. We are right now finalizing our trial version but I can tell that not even getting the full potentil of it yet, is really promising what we achieved in just a few weeks. Very excited of what is coming with the new discoveries of this platform features",mid-market
49,datadog,G2,"What do you like best about Datadog?
We have deployed Datadog for our all cloud deployments in AWS cloud. A large number of integrations allow us to literally monitor everything. From AWS cloud infra to hosted compute whether it be physical, virtual or serverless. We are using Datadog to monitor our endpoints and UI testing of the applications through synthetic tests.

Deployment is super easy and quick with highly skilled support team. Datadog is one of the most frequenctly used tool in our organization and its been great. Documentation is very detailed and has improved over time allowing us to setup everything without major hurdles.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Some features are limited when compared to compatitors. We used to monitor the infra through NewRelic which offered more visibility into the running processes but Datadog is limited when it comes to manual process monitoring.",mid-market
50,datadog,G2,"What do you like best about Datadog?
Very simple to use and we like the platform. There is an ease of use.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Nothing much. We find the system simple.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
It solves our monitoring for data pipelines and more. It’s ease of use make it simple to view and monitor real time data.",enterprise
51,datadog,G2,"What do you like best about Datadog?
Datadog has helped me understand my applications and has the ability to provide any type of insights that I need. I like how easy it is to set up monitors jump to traces and spans.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
In the beginning when using data dog there's so much information on the screen. It's hard to know what is a link, what is important and what is not important.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Dave locker is solving problems related to the health of my applications. I have better insight into what's going on before larger issues happen.",mid-market
52,datadog,G2,"What do you like best about Datadog?
The user interface is very user-friendly, and the dashboard offers greater flexibility compared to other tools I have used. Implementation is straightforward and uncomplicated.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
So far, based on my past experience, I have not encountered any drawbacks.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Datadog is very helpful for root cause analysis, and I find the dashboards particularly useful. They allow us to proactively monitor our servers and applications, making it easier to identify and address issues as they arise.",mid-market
53,datadog,G2,"What do you like best about Datadog?
Visibility into traces, metrics, logs all in one place.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Too many screens, gets costly for Custom Metrics
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Great visibility into the traces for all our deployed applications. AI Observability. Dashboards and Custom Monitoring Alerts and Automated actions on top of the Alerts.",enterprise
54,datadog,G2,"What do you like best about Datadog?
The dashboard demo, the service map, and the people here
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
The front desk did not have my registration data when I arrived this morning
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
The niche market data analysis, log data analysis, and alert messages to customers",small
55,datadog,G2,"What do you like best about Datadog?
Ecosystem and integration!


Effective communication between different Datadog products, such as APM and Infrastructure, shows detailed traces that I can drill down into to pinpoint the issue.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
There is a need for more improvements and features in the Datadog security lineup. A centralized SCA and SAST is lacking. Additionally, easier integration with MS Teams and other third-party software is necessary.


Flutter support in Real User Monitoring (it is not fully supported yet).
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
1. At one glance I can see status of my production environment.

2. If there is issue in midnight then watchdog given me exact context on where is the failure and which all microservices were involved along with CPU and RAM usage of given period.

3. If there is crash for mobile application then it directly reports and create errors error tracking which I can assign it to team.

4. If there is vulnerability in the production then it scan and report.

5. If someone is trying to hijack the system then I can block those IPs.

6. Datadog detects unusual activities and reports it.

7. We have configured reports which get sends daily at 9AM to see previous day statics for review purpose so we are proactive if there are any issues.",mid-market
56,datadog,G2,"What do you like best about Datadog?
Ease of integration with all Major Cloud Platforms.

Ease of APM setup.

Ease of custom dashboards and widgeting.

OpenTelemetry support.

AI for outlier detection, anomaly detection and correlation in a distributed microservices archtiecture.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
The docs for integrations could be more user friendly.

Too many features sometimes overwhelm a casual user and distracts debugging.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Having observability for the entire tech stack of the enterprise in one place. It acts as a single tool for all distributed developer teams to instrument metrics for their applications.",mid-market
57,datadog,G2,"What do you like best about Datadog?
The breadth of integrations and ease of setup - Datadog makes it simple to get visibility across infrastructure, applications, and logs in one place
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
The pricing model - costs scale quickly and unpredictably, especially with logs and additional features
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Datadog gave us strong visibility into infrastructure, applications, and logs in a single platform. It helped us detect issues faster, reduce downtime, and improve performance monitoring across teams",small
58,datadog,G2,"What do you like best about Datadog?
Datadog has a product to solve almost any observability problem you may have. It's simple to implement into your workflow, and data will start enriching the rest of the products immediately.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
The pricing struture is confusing, and the support agents are very hit or miss in understanding your problem.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
We use Datadog for performance and error monitoring, application Performance Management, and security protection with the application security module.",enterprise
59,datadog,G2,"What do you like best about Datadog?
Great monitoring and visibility - nice to get alerted and replace PagerDuty
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Took a little while to get up to speed , but once setup it's great
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Monitoring, alerting and our oncall services",enterprise
60,datadog,G2,"What do you like best about Datadog?
data accuracy and tracking for endpoints
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Analytics can be improved, more visualizations
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
I'm tracking the error rates of each endpoints",small
61,datadog,G2,"What do you like best about Datadog?
observability and monitoring, helps report incidents
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
there is a lot of features that look overwhelming to new users.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
monitoring errors and dashboards to view the latency and speed of endpoints.",mid-market
62,datadog,G2,"What do you like best about Datadog?
What I like best about Datadog is its comprehensive monitoring capabilities across multiple environments and services, especially in cloud-based infrastructures. The platform makes it easy to monitor everything in one place, from application performance and infrastructure health to logs and security. The real-time dashboards are highly customizable, allowing us to drill down into specific metrics and get a clear overview of our entire stack.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
As our usage grows and we monitor more hosts and services, processing costs also increase. There is a learning curve involved in creating custom queries within the log management interface.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Datadog helps us solve a range of monitoring and observability challenges across our infrastructure, particularly for our EKS clusters, AWS services, and application performance. By centralizing all these metrics in one place, it’s much easier to get a clear, real-time view of what’s happening across our system.",enterprise
63,datadog,G2,"What do you like best about Datadog?
I love how intuitive the interface is to use
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Many companies can create similar tools internally
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
It is useful for evaluating kuberenete usage and llm evals",small
64,datadog,G2,"What do you like best about Datadog?
Easy Integrations and out of the box package dashboards
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
No experiences so far have been disliked
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Tracking overprovisioning of resources and providing useful optimization options",enterprise
65,datadog,G2,"What do you like best about Datadog?
I built pipelines to monitor data and keep data secure
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
I haven’t found anything I dislike yet as of now
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Keeping user and data secure",mid-market
66,datadog,G2,"What do you like best about Datadog?
The integration between all the products is phenomenal, and so is the rate at which new products have been added.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
User experience is getting complicated as more and more features are added.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
DataDog helps us understand whether or not the software we are writing is working as intended. It beats having to manage separate and unintegrated tools for error tracking, log shipping, APM, etc, which we used to before.",mid-market
67,datadog,G2,"What do you like best about Datadog?
A very strong monitoring an integration tool that has many integrations across the market that allow for very fast setup and usage. Generally can derive value very quickly and have a functioning setup out of the box
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Billing that can very much catch up with you quickly or billing practices that don'ty scale well into modern infra design. For example how per-host billing is done is still not very friendly to spot/dynamic workloads due to time accounting.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Mainly application monitoring, logging, and APM/Tracing.


It acts as a strong centralized tool for things like tracing, and allows cross enterprise visibility for services that span many areas.",enterprise
68,datadog,G2,"What do you like best about Datadog?
APM - We use this all the time to trace issues and bugs.

Responsiveness - DD is fast.

Intuitive - UI and the experience is easy to understand and learn new features.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Too much to learn :-)

With things moving so fast, its getting difficult to cope up with the new features.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
- Easy monitoring of the microservices.

- APM to monitor performance and issue debugging.",enterprise
69,datadog,G2,"What do you like best about Datadog?
Learning to use DataDog. I found the Dashboard a bit overwhelming at the beginning, but over time, it has become more natural.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
There a tons of options in the dashboard, is easy to get lost.
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
We are going to be doing more DevOps as developers, so having a observability and security turnkey solution will be very helpful to us.",small
70,datadog,G2,"What do you like best about Datadog?
Datadog excels with its unified, real-time observability platform, seamlessly integrating infrastructure monitoring, APM, and log management with over 450 integrations for cloud-native and hybrid environments. Its intuitive dashboards, AI-driven insights, and scalable architecture make it ideal for teams seeking actionable performance insights with minimal setup.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Some of the feature are premature and with not a lot of documentation
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Datadog help us monitor Databricks and logs",enterprise
71,datadog,G2,"What do you like best about Datadog?
Single panel for all issues ,monitoring , alerts
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Cost is more compared to other traditional monitoring
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Day to day monitoring",mid-market
72,datadog,G2,"What do you like best about Datadog?
Using traces and RUM to diagnose backend and frontend issues when poor system behavior is happening as been very helpful to quickly detect where the problem is and how to resolve it. The datadog CI tool is also very powerful
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
The system can be very complex to onboard and get started at once. Need to understand and use 1 tool at a time
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Observability",enterprise
73,datadog,G2,"What do you like best about Datadog?
We're able to design our own metrics , and build our own dashboards. We can also have custom alerts on it. I also like the feature where you can see the pattern of the logs.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
I dont use it as extensively, so far whatever I have used have been good
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Building custom metrics and building notification on top of the dashboards",enterprise
74,datadog,G2,"What do you like best about Datadog?
Love using their RUM events feature to debug slow pages, overall the metrics are reliable and great to work with.
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Hard to onboard if a new user, but overall has a lot of tools just wish I could onboard onto them faster
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Helping me debug performance issues with our website at different urls",enterprise
75,datadog,G2,"What do you like best about Datadog?
Protection of our apps with easy setup and hands-off prevention of attacks and scanning
Review collected by and hosted on G2.com.

What do you dislike about Datadog?
Pricing is quite steep - there are probably specialised tools that are cheaper
Review collected by and hosted on G2.com.

What problems is Datadog solving and how is that benefiting you?
Datadog is fully protecting our applications from malicious requests. It uses intelligent detection to allow regular traffic and block suspicious activity.


This stops security scans and other attacks right in their tracks.",mid-market
