id,product,source,text,firm
49,dynatrace,G2,"What do you like best about Dynatrace?
The observability tools that are easy to integrate either agent or agentless
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Dynatrace ONE, limits on metric events, older features still not upgraded to settings 2.0/modern dynatrace
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
General APM solution, outage prevention, remediation MTTR, increase in observablity best practices",enterprise
50,dynatrace,G2,"What do you like best about Dynatrace?
I enjoy how continuous it is in terms of innovation, specifically in the automation space.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
I think sometimes it can be difficult to keep up with all the new features!
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace is benefiting us in so many ways. In the past we have used primarily monitoring tools, but Dynatrace is our first experience with an observability platform. Being able to identify issues before they occur via Davis AI has generated so much value for our corporation.",enterprise
51,dynatrace,G2,"What do you like best about Dynatrace?
Oneagent is the standout product, being able to instrument an application without further coding is a game changer.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Keeping metric/logs can be expensive in the long term.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Integrating legecy monitoring solutions into a single pane of glass.",enterprise
52,dynatrace,G2,"What do you like best about Dynatrace?
The interconnectedness between panes/graphs/metrics makes connecting an event to a root cause more simple than on other platforms (Splunk).
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
That connection and comprehensive nature sometimes leads to ""eye bloat"" where seeing the critical item is hidden between other metrics. Certainly the fault of us not creating the right dashboards and notebooks, but there's so much to digest.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Tomcat node observability makes application troubleshooting much easier when we can see suspect JSPs at a glance.",enterprise
53,dynatrace,G2,"What do you like best about Dynatrace?
The Proctive approach of detecting problems before crashes occur
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Can be a bit expernsive to add new features team wants
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Helps with container coniditions, so capicity team adjust resources to cost but maintain system health",enterprise
54,dynatrace,G2,"What do you like best about Dynatrace?
ability for granular monitoring within the platform
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
the lack of ability for metro2 parsing..
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
within a production support role, we needed a robust option to monitor our platforms - Dynatrace provides this",enterprise
55,dynatrace,G2,"What do you like best about Dynatrace?
The predictive analytics that Davis AI utilizes for anomaly based alerting is a fantastic additon to the platform and really raises Dynatrace above the rest.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
The network infrastcutre monitoring capabilites
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Predictive alerting",enterprise
56,dynatrace,G2,"What do you like best about Dynatrace?
Application observability all offered through a single Dynatrace dashboard.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
There are cost factors that you need to govern carefully when you use Dyntrace.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Real user monitoring and business analytics reporting.",mid-market
57,dynatrace,G2,"What do you like best about Dynatrace?
Is the easiest tool to deploy, one installer does it all!
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
It's quite extense yet, there's a lot of documentation that can make life easier
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Downtime minimization and performance improvement.",enterprise
58,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace is a tool for fast resolution of problems in production environments.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Work with log is very expensive yet, it is a great tool but expensive.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Is correlation problems, is helpful",enterprise
59,dynatrace,G2,"What do you like best about Dynatrace?
Seamless deployment and Al driven insights
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Front end monitoring limitation for end to end visibility
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Cost reduction for having one stop solution thus removing all other 10 tools",enterprise
60,dynatrace,G2,"What do you like best about Dynatrace?
Provides good insight for flow between various apps
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Learning curve can be long. Configuration takes some expertise.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Provides insight into performance, helps in troubleshooting issues and maintain stability",enterprise
61,dynatrace,G2,"What do you like best about Dynatrace?
service flow, distributed traces and davis problem
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
smartscape technology and GCP saaS services monitoring
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Mostly reactive. Trying to utilize this tool as pro active going forward",enterprise
62,dynatrace,G2,"What do you like best about Dynatrace?
Helps troubleshoot the production issues faster.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
This is a must tool than nice to have tool.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Memory issues is always the top one i can remember.",enterprise
63,dynatrace,G2,"What do you like best about Dynatrace?
Best observabily software I've ever use.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
There is nothing what I dislike about Dynatre
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
It is very important to have view on whole problem in environment.",enterprise
64,dynatrace,G2,"What do you like best about Dynatrace?
Get to learn new features and new releases
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Dynatrce does advanced tracing, security and other features
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Its precenting outages, providing alerts , SLO, Reports, etc",enterprise
65,dynatrace,G2,"What do you like best about Dynatrace?
userability

support from champions

different options

log management
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
more features to observe security vulnerabilties
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
implementation and integration of the new system for maximum observability",enterprise
66,dynatrace,G2,"What do you like best about Dynatrace?
it helped us to detect down times earlier
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Not working with Mulesoft and end to end
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
to detect where the problems are coming from",enterprise
67,dynatrace,G2,"What do you like best about Dynatrace?
The distributed trace in analyse of applications
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
the cost of solution, because there are very high values
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
they reduce the MTTR for troubleshooting",enterprise
68,dynatrace,G2,"What do you like best about Dynatrace?
Unique capabilities like GRAIL and AIOPs
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
High Price, difficult for new user to onboard
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Observability of the infrastructure",enterprise
69,dynatrace,G2,"What do you like best about Dynatrace?
The quality and availability of the product
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
There's nothing I don't like, all

Good!!
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Log monitoring.",enterprise
70,dynatrace,G2,"What do you like best about Dynatrace?
Distributed tracing is one of the best features of Dynatrace. We use it everyone to help us to improve our performance and diagnosis issues.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
It has a steep learning curve and take time to use all its features.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Pinpoint which API endpoint has issue, and provide real-time views of my services.",enterprise
71,dynatrace,G2,"What do you like best about Dynatrace?
The correlations result made bu Davis AI
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Maybe is just some expensive for use it in whole company, but the excelled products 8n companies (which pays th cost) it worth the success.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
the reductions in times in people on regular operations on usual tasks helps to be amazingly peoductive",mid-market
72,dynatrace,G2,"What do you like best about Dynatrace?
We have created custome dashboard for our application infrastroucture to monitor and enable custom alerts.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
I'm still exploring to enable batchjob monitoring and alerting and hopfully it will be resolved soon.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace have improved overall customer experiance, enabled our IT Ops to manage the application infrastructure effectively.",enterprise
73,dynatrace,G2,"What do you like best about Dynatrace?
Allows team to easily understand where issue are within a problem card. Helping reduce MTTR.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
It is a bit difficult to easily create an alert that can page a particular team.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Easily pinpoint where problems are in an increasingly complex environment, which helps reduce MTTR.",enterprise
74,dynatrace,G2,"What do you like best about Dynatrace?
Usability and insights into performance and availability of applications and infrastructure. Grail opens up so many more possibilities.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
New interface is a little less intuitive at times.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Helps us keep a pulse on the availability and performance of all of our most critical applications",enterprise
75,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace is intuitive to use out of the box. Once you learn, you can perform more in depth analysis.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Metrics can sometimes lag by a minute or two.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
For our monitored entities, Dynatrace provides a very simple way to trace and quickly find issues.",enterprise
